transcript,start_time,end_time,participant,hand_labeled
Bdb001,512.466,513.455,fe016,0
Bdb001,512.983,517.078,mn017,0
Bdb001,517.54,519.869,mn017,0
Bdb001,519.32,521.006,fe016,0
Bdb001,519.869,526.133,mn017,0
Bdb001,526.81,530.612,mn017,0
Bdb001,528.869,532.509,fe016,0
Bdb001,532.46,532.863,me011,0
Bdb001,532.673,533.98,mn017,0
Bdb001,532.825,536.906,fe016,0
Bdb001,535.557,542.503,me011,0
Bdb001,539.653,540.275,fe016,0
Bdb001,541.503,542.156,fe016,0
Bdb001,542.893,546.125,me011,0
Bdb001,545.973,549.375,fe016,0
Bdb001,546.772,547.207,me011,0
Bdb001,548.212,552.5,mn017,0
Bdb001,549.936,550.83,fe016,0
Bdb001,551.698,557.547,me018,0
Bdb001,557.18,561.55,me011,0
Bdb001,558.042,558.576,me018,0
Bdb001,562.145,567.921,me011,0
Bdb001,568.277,573.043,me011,0
Bdb001,573.318,573.907,fe016,0
Bdb001,573.461,580.191,me011,0
Bdb001,578.494,581.759,fe016,0
Bdb001,580.705,581.218,me011,0
Bdb001,581.821,587.724,me011,0
Bdb001,587.951,595.019,me011,0
Bdb001,595.182,599.075,me011,0
Bdb001,599.681,600.071,mn017,0
Bdb001,599.697,604.379,me011,0
Bdb001,603.685,609.2,fe016,0
Bdb001,606.65,610.816,me011,0
Bdb001,611.229,617.218,fe016,0
Bdb001,611.328,612.519,me011,0
Bdb001,617.732,622.6,fe016,0
Bdb001,620.261,623.732,me011,0
Bdb001,624.602,625.79,me011,0
Bdb001,625.929,629.61,fe016,0
Bdb001,627.799,634.8,me011,0
Bdb001,633.882,640.116,me018,0
Bdb001,635.207,636.238,fe016,0
Bdb001,640.1,641.155,mn017,0
Bdb001,641.669,646.753,mn017,0
Bdb001,645.434,646.138,me018,0
Bdb001,647.287,649.326,mn017,0
Bdb001,650.341,654.49,mn017,0
Bdb001,652.753,653.778,me018,0
Bdb001,653.224,657.372,me011,0
Bdb001,655.842,657.451,mn017,0
Bdb001,657.451,664.422,mn017,0
Bdb001,662.076,662.807,fe016,0
Bdb001,663.98,664.582,me018,0
Bdb001,664.37,667.036,me011,0
Bdb001,665.114,665.609,mn017,0
Bdb001,666.882,670.61,fe016,0
Bdb001,668.018,673.275,me018,0
Bdb001,672.575,673.057,mn017,0
Bdb001,673.174,674.63,me011,0
Bdb001,674.073,675.584,fe016,0
Bdb001,674.225,675.11,me018,0
Bdb001,675.96,679.91,fe016,0
Bdb001,680.167,684.163,fe016,0
Bdb001,684.163,687.088,fe016,0
Bdb001,684.527,685.224,me011,0
Bdb001,687.505,692.66,fe016,0
Bdb001,692.676,693.309,me011,0
Bdb001,693.06,697.815,fe016,0
Bdb001,695.211,696.916,me011,0
Bdb001,697.51,701.656,me011,0
Bdb001,701.129,707.24,fe016,0
Bdb001,702.642,704.346,me011,0
Bdb001,705.94,706.443,me011,0
Bdb001,707.24,713.161,fe016,0
Bdb001,714.51,715.37,fe016,0
Bdb001,714.829,722.29,me018,0
Bdb001,722.947,730.304,fe016,1
Bdb001,731.241,735.277,fe016,0
Bdb001,735.886,742.47,fe016,1
Bdb001,739.681,740.136,me011,0
Bdb001,742.76,744.299,fe016,0
Bdb001,744.828,750.57,fe016,0
Bdb001,751.219,756.93,fe016,0
Bdb001,754.757,755.256,me011,0
Bdb001,757.17,760.195,fe016,0
Bdb001,760.697,766.077,fe016,0
Bdb001,766.887,770.845,fe016,0
Bdb001,771.335,774.67,fe016,0
Bdb001,775.403,776.815,fe016,0
Bdb001,777.09,778.392,me011,0
Bdb001,778.966,782.004,me011,0
Bdb001,781.213,781.579,fe016,0
Bdb001,781.899,782.347,mn017,0
Bdb001,782.156,783.441,fe016,0
Bdb001,782.818,788.732,me011,0
Bdb001,789.116,793.399,me011,0
Bdb001,794.033,795.123,me011,0
Bdb001,795.795,800.201,me011,0
Bdb001,800.201,803.233,me011,0
Bdb001,803.728,806.327,me011,0
Bdb001,806.844,811.449,me011,0
Bdb001,811.908,815.983,me011,0
Bdb001,816.727,819.89,fe016,0
Bdb001,818.161,821.565,me011,0
Bdb001,820.618,821.224,fe016,0
Bdb001,822.231,828.66,me011,0
Bdb001,828.658,829.184,fe016,0
Bdb001,829.492,832.31,fe016,0
Bdb001,829.851,830.345,me011,0
Bdb001,832.13,833.772,me011,0
Bdb001,832.914,834.48,fe016,0
Bdb001,833.745,835.55,me018,0
Bdb001,835.53,837.59,fe016,0
Bdb001,835.739,836.086,me011,0
Bdb001,836.422,838.598,me011,0
Bdb001,838.598,845.164,me011,0
Bdb001,842.347,842.759,fe016,0
Bdb001,845.059,852.231,fe016,1
Bdb001,846.57,847.075,me011,0
Bdb001,852.733,856.65,fe016,0
Bdb001,855.018,855.533,me011,0
Bdb001,857.071,860.818,fe016,0
Bdb001,858.005,859.093,me011,0
Bdb001,860.418,861.469,me011,0
Bdb001,861.372,863.08,mn017,0
Bdb001,861.469,865.845,me011,0
Bdb001,866.458,871.635,me011,0
Bdb001,871.657,876.138,mn017,0
Bdb001,874.04,877.22,me011,0
Bdb001,876.365,879.957,fe016,0
Bdb001,880.182,886.333,me011,0
Bdb001,886.49,889.412,fe016,0
Bdb001,889.192,889.845,me011,0
Bdb001,889.788,890.875,fe016,0
Bdb001,890.98,892.203,me011,0
Bdb001,891.872,893.38,fe016,0
Bdb001,892.203,896.056,me011,0
Bdb001,898.004,905.22,me011,0
Bdb001,905.685,909.48,me011,0
Bdb001,910.401,910.745,mn017,0
Bdb001,911.061,912.74,me011,0
Bdb001,913.369,918.915,fe016,0
Bdb001,918.212,922.27,me018,0
Bdb001,922.127,923.496,me011,0
Bdb001,922.94,924.0,me018,0
Bdb001,923.82,925.264,fe016,0
Bdb001,923.91,925.793,me011,0
Bdb001,924.935,926.655,me018,0
Bdb001,925.778,927.162,fe016,0
Bdb001,926.993,930.316,me011,0
Bdb001,930.316,935.129,me011,0
Bdb001,930.614,931.571,mn017,0
Bdb001,933.927,938.066,mn017,0
Bdb001,936.5,939.627,me018,0
Bdb001,940.201,941.605,me018,0
Bdb001,940.841,945.347,me011,0
Bdb001,945.422,945.765,me018,0
Bdb001,945.679,949.091,me011,0
Bdb001,949.586,951.976,me011,0
Bdb001,951.976,956.855,me011,0
Bdb001,957.069,960.614,me011,0
Bdb001,960.614,965.447,me011,0
Bdb001,965.816,968.624,me011,0
Bdb001,969.099,972.136,me011,0
Bdb001,972.561,976.578,me011,0
Bdb001,976.205,977.997,mn017,0
Bdb001,976.822,981.548,fe016,0
Bdb001,981.686,988.192,me011,0
Bdb001,982.577,984.63,fe016,0
Bdb001,982.673,983.884,mn017,0
Bdb001,984.69,985.239,mn017,0
Bdb001,988.192,991.123,me011,0
Bdb001,988.553,989.164,fe016,0
Bdb001,990.073,998.857,mn017,0
Bdb001,990.86,991.405,fe016,0
Bdb001,998.846,999.953,me011,0
Bdb001,999.229,1003.664,mn017,0
Bdb001,1003.276,1003.692,me011,0
Bdb001,1004.031,1004.486,fe016,0
Bdb001,1004.602,1006.718,me011,1
Bdb001,1005.83,1012.041,fe016,0
Bdb001,1008.201,1008.755,me011,0
Bdb001,1009.764,1010.398,me011,0
Bdb001,1011.782,1012.276,me011,0
Bdb001,1012.041,1019.481,fe016,0
Bdb001,1014.91,1015.33,me011,0
Bdb001,1019.382,1026.553,me011,0
Bdb001,1020.189,1021.197,fe016,0
Bdb001,1026.593,1028.4,fe016,0
Bdb001,1027.47,1029.193,me011,0
Bdb001,1029.174,1035.367,fe016,0
Bdb001,1032.004,1032.382,me011,0
Bdb001,1035.829,1040.274,fe016,0
Bdb001,1040.591,1041.145,fe016,0
Bdb001,1041.165,1047.761,me011,0
Bdb001,1042.081,1043.637,fe016,0
Bdb001,1048.492,1050.641,me011,0
Bdb001,1050.358,1052.109,fe016,0
Bdb001,1051.67,1053.846,me011,0
Bdb001,1053.463,1055.25,fe016,0
Bdb001,1055.72,1059.443,fe016,0
Bdb001,1060.2,1063.228,fe016,0
Bdb001,1063.228,1068.15,fe016,0
Bdb001,1068.748,1076.504,fe016,0
Bdb001,1072.464,1073.137,me011,0
Bdb001,1076.847,1079.005,fe016,0
Bdb001,1079.973,1084.8,fe016,0
Bdb001,1081.629,1082.434,me011,0
Bdb001,1084.8,1087.253,fe016,0
Bdb001,1087.827,1089.844,fe016,0
Bdb001,1089.085,1089.711,me011,0
Bdb001,1090.33,1095.397,fe016,0
Bdb001,1095.788,1098.99,fe016,0
Bdb001,1097.523,1098.067,me011,0
Bdb001,1098.503,1101.666,mn017,0
Bdb001,1101.753,1109.533,fe016,0
Bdb001,1102.178,1103.015,mn017,0
Bdb001,1107.614,1108.189,me011,0
Bdb001,1109.922,1115.071,fe016,0
Bdb001,1112.086,1115.268,mn017,0
Bdb001,1113.903,1114.441,me011,0
Bdb001,1115.603,1123.283,mn017,0
Bdb001,1121.451,1122.28,me011,0
Bdb001,1123.283,1125.79,mn017,0
Bdb001,1124.932,1128.679,me011,0
Bdb001,1128.679,1135.74,me011,0
Bdb001,1129.685,1130.215,mn017,0
Bdb001,1136.14,1136.782,mn017,0
Bdb001,1136.156,1139.53,me011,0
Bdb001,1140.12,1143.049,me011,0
Bdb001,1143.823,1144.337,fe016,0
Bdb001,1143.959,1148.53,me011,0
Bdb001,1150.243,1152.656,me011,0
Bdb001,1153.519,1158.202,me011,0
Bdb001,1158.881,1164.855,me011,0
Bdb001,1160.933,1161.522,mn017,0
Bdb001,1166.048,1172.847,me011,0
Bdb001,1173.25,1174.116,mn017,0
Bdb001,1173.408,1175.578,fe016,0
Bdb001,1173.578,1175.28,me011,0
Bdb001,1176.131,1179.658,fe016,0
Bdb001,1176.133,1178.59,mn017,0
Bdb001,1179.068,1181.46,me011,0
Bdb001,1180.154,1184.294,mn017,0
Bdb001,1180.212,1181.241,fe016,0
Bdb001,1184.294,1190.445,mn017,0
Bdb001,1190.445,1196.54,mn017,0
Bdb001,1196.821,1203.99,me011,0
Bdb001,1200.25,1200.949,mn017,0
Bdb001,1205.462,1209.682,me018,0
Bdb001,1209.371,1209.958,me011,0
Bdb001,1210.878,1216.16,me011,0
Bdb001,1210.97,1213.299,me018,0
Bdb001,1215.828,1217.675,fe016,0
Bdb001,1217.935,1223.672,fe016,0
Bdb001,1223.973,1228.664,fe016,0
Bdb001,1229.173,1236.008,fe016,0
Bdb001,1235.91,1238.932,me011,0
Bdb001,1236.604,1240.553,fe016,0
Bdb001,1239.327,1239.762,me011,0
Bdb001,1241.261,1247.103,fe016,0
Bdb001,1247.513,1248.997,fe016,0
Bdb001,1249.551,1256.11,fe016,0
Bdb001,1256.827,1260.862,fe016,0
Bdb001,1260.898,1263.473,me011,0
Bdb001,1261.46,1264.801,fe016,0
Bdb001,1264.128,1266.817,me011,0
Bdb001,1266.561,1267.273,fe016,0
Bdb001,1267.3,1268.953,me011,0
Bdb001,1267.955,1270.467,fe016,0
Bdb001,1269.104,1270.473,mn017,0
Bdb001,1271.931,1273.77,fe016,0
Bdb001,1273.058,1273.925,mn017,0
Bdb001,1274.977,1277.696,fe016,0
Bdb001,1278.056,1283.68,fe016,0
Bdb001,1284.72,1286.707,me011,0
Bdb001,1286.707,1289.3,me011,0
Bdb001,1287.221,1292.32,fe016,0
Bdb001,1290.642,1292.928,me011,0
Bdb001,1293.956,1295.361,me011,0
Bdb001,1296.798,1300.121,me011,0
Bdb001,1300.121,1305.345,me011,0
Bdb001,1306.471,1308.77,me011,0
Bdb001,1309.502,1311.46,me011,0
Bdb001,1310.382,1312.627,mn017,0
Bdb001,1312.901,1313.86,fe016,0
Bdb001,1313.183,1316.13,me011,0
Bdb001,1315.172,1316.094,mn017,0
Bdb001,1315.681,1316.744,fe016,0
Bdb001,1316.733,1317.714,me018,0
Bdb001,1317.179,1319.789,me011,0
Bdb001,1317.372,1318.055,fe016,0
Bdb001,1319.804,1320.433,fe016,0
Bdb001,1319.881,1321.59,me018,0
Bdb001,1320.722,1321.64,mn017,0
Bdb001,1321.087,1323.66,fe016,0
Bdb001,1321.728,1322.242,me011,0
Bdb001,1323.042,1326.181,mn017,0
Bdb001,1323.31,1325.013,me011,0
Bdb001,1326.687,1329.627,mn017,0
Bdb001,1330.019,1332.195,fe016,0
Bdb001,1330.205,1330.713,mn017,0
Bdb001,1331.428,1331.934,mn017,0
Bdb001,1332.388,1335.58,mn017,0
Bdb001,1333.225,1337.537,me011,1
Bdb001,1333.805,1334.45,fe016,0
Bdb001,1336.171,1337.476,fe016,0
Bdb001,1336.392,1337.15,mn017,0
Bdb001,1337.743,1340.167,mn017,0
Bdb001,1337.814,1341.889,me011,0
Bdb001,1340.975,1349.69,mn017,0
Bdb001,1350.926,1351.71,mn017,0
Bdb001,1352.482,1359.539,mn017,0
Bdb001,1360.113,1365.44,mn017,0
Bdb001,1365.096,1365.65,me011,0
Bdb001,1366.47,1369.932,mn017,0
Bdb001,1368.801,1374.754,fe016,0
Bdb001,1370.575,1370.914,mn017,0
Bdb001,1371.237,1371.9,mn017,0
Bdb001,1373.221,1380.31,mn017,0
Bdb001,1375.209,1375.819,fe016,0
Bdb001,1380.944,1381.299,fe016,0
Bdb001,1381.028,1384.85,mn017,0
Bdb001,1383.576,1384.189,fe016,0
Bdb001,1384.107,1388.48,me011,0
Bdb001,1386.282,1392.87,mn017,0
Bdb001,1391.18,1396.412,me011,0
Bdb001,1394.959,1396.282,mn017,0
Bdb001,1396.412,1400.409,me011,0
Bdb001,1400.92,1404.12,me011,0
Bdb001,1401.399,1402.494,fe016,0
Bdb001,1401.761,1402.483,mn017,0
Bdb001,1403.016,1408.698,fe016,0
Bdb001,1407.821,1408.403,me011,0
Bdb001,1409.324,1411.81,me011,1
Bdb001,1409.432,1410.578,fe016,0
Bdb001,1411.137,1411.928,mn017,0
Bdb001,1411.507,1412.279,fe016,0
Bdb001,1411.928,1418.497,mn017,0
Bdb001,1412.15,1412.699,me011,0
Bdb001,1413.278,1414.17,fe016,0
Bdb001,1419.557,1424.06,mn017,0
Bdb001,1424.508,1427.15,mn017,0
Bdb001,1426.884,1430.004,fe016,0
Bdb001,1430.833,1438.346,fe016,0
Bdb001,1439.126,1443.128,mn017,0
Bdb001,1439.15,1439.782,fe016,0
Bdb001,1440.217,1442.24,fe016,0
Bdb001,1443.31,1446.793,fe016,0
Bdb001,1443.833,1445.838,mn017,0
Bdb001,1446.067,1446.269,mn017,0
Bdb001,1446.721,1450.877,mn017,1
Bdb001,1447.074,1447.588,me011,0
Bdb001,1450.877,1456.275,mn017,0
Bdb001,1453.953,1458.592,fe016,0
Bdb001,1460.267,1463.568,fe016,0
Bdb001,1465.11,1472.28,fe016,0
Bdb001,1472.424,1473.769,me011,0
Bdb001,1474.224,1478.932,me011,0
Bdb001,1478.585,1486.82,fe016,0
Bdb001,1484.14,1485.072,me011,0
Bdb001,1485.428,1492.449,me011,0
Bdb001,1489.624,1490.138,mn017,0
Bdb001,1491.097,1494.462,fe016,0
Bdb001,1494.462,1499.151,fe016,0
Bdb001,1499.466,1504.763,fe016,0
Bdb001,1504.763,1509.589,fe016,0
Bdb001,1509.552,1513.27,me011,0
Bdb001,1510.024,1510.507,fe016,0
Bdb001,1512.736,1514.713,fe016,0
Bdb001,1515.563,1518.939,fe016,0
Bdb001,1519.33,1524.375,fe016,0
Bdb001,1521.954,1522.508,me011,0
Bdb001,1523.86,1527.377,mn017,0
Bdb001,1527.302,1528.311,me011,0
Bdb001,1527.832,1529.505,mn017,0
Bdb001,1528.78,1538.94,me011,0
Bdb001,1539.572,1542.166,mn017,0
Bdb001,1542.49,1543.2,fe016,0
Bdb001,1542.885,1548.34,mn017,0
Bdb001,1545.289,1546.93,me011,0
Bdb001,1546.93,1554.11,me011,0
Bdb001,1549.741,1550.379,mn017,0
Bdb001,1552.427,1552.771,mn017,0
Bdb001,1553.414,1553.849,mn017,0
Bdb001,1554.015,1554.95,fe016,0
Bdb001,1554.182,1558.041,mn017,0
Bdb001,1558.041,1562.495,mn017,0
Bdb001,1559.58,1561.222,fe016,0
Bdb001,1561.58,1562.927,me011,0
Bdb001,1563.204,1565.8,mn017,0
Bdb001,1564.367,1566.938,fe016,0
Bdb001,1566.09,1570.542,me011,0
Bdb001,1570.97,1573.726,me011,0
Bdb001,1573.889,1574.661,mn017,0
Bdb001,1575.073,1575.868,me011,0
Bdb001,1577.41,1585.918,fe016,0
Bdb001,1577.525,1578.177,me011,0
Bdb001,1578.551,1579.75,mn017,0
Bdb001,1586.235,1587.402,fe016,0
Bdb001,1587.3,1589.405,me011,0
Bdb001,1588.288,1589.004,fe016,0
Bdb001,1589.741,1594.028,me011,0
Bdb001,1594.02,1600.606,fe016,0
Bdb001,1594.375,1597.132,me011,0
Bdb001,1599.167,1599.662,me011,0
Bdb001,1601.931,1604.726,fe016,0
Bdb001,1602.289,1602.899,mn017,0
Bdb001,1604.089,1604.663,me011,0
Bdb001,1605.576,1611.582,fe016,0
Bdb001,1612.291,1614.79,fe016,0
Bdb001,1615.799,1617.282,fe016,0
Bdb001,1618.385,1621.207,me018,0
Bdb001,1621.784,1632.352,me018,0
Bdb001,1633.576,1637.246,me018,0
Bdb001,1637.246,1640.916,me018,0
Bdb001,1640.235,1641.048,me011,0
Bdb001,1640.916,1644.707,me018,0
Bdb001,1645.369,1646.36,me011,0
Bdb001,1645.414,1648.769,me018,0
Bdb001,1648.269,1654.07,me011,0
Bdb001,1649.452,1649.94,fe016,0
Bdb001,1654.945,1661.463,me011,0
Bdb001,1658.967,1660.587,me018,0
Bdb001,1661.463,1669.079,me011,0
Bdb001,1668.579,1670.35,mn017,0
Bdb001,1670.16,1674.961,me011,0
Bdb001,1675.776,1678.388,me011,0
Bdb001,1679.026,1686.01,me011,0
Bdb001,1680.447,1681.086,me018,0
Bdb001,1682.79,1683.357,me018,0
Bdb001,1688.042,1696.134,fe016,0
Bdb001,1696.134,1699.134,fe016,0
Bdb001,1700.052,1705.235,fe016,0
Bdb001,1703.931,1704.504,me011,0
Bdb001,1705.551,1706.59,fe016,0
Bdb001,1706.264,1711.634,me011,0
Bdb001,1707.317,1708.086,fe016,0
Bdb001,1712.626,1718.315,me011,0
Bdb001,1718.599,1719.055,me018,0
Bdb001,1719.165,1722.033,me011,0
Bdb001,1719.248,1719.913,mn017,0
Bdb001,1722.986,1727.741,me011,0
Bdb001,1726.829,1727.887,fe016,0
Bdb001,1729.125,1731.14,me011,0
Bdb001,1729.425,1732.901,mn017,0
Bdb001,1732.901,1741.21,mn017,0
Bdb001,1741.21,1742.032,mn017,0
Bdb001,1742.032,1744.361,mn017,0
Bdb001,1745.337,1751.014,mn017,0
Bdb001,1751.508,1752.758,mn017,0
Bdb001,1751.733,1758.495,me011,0
Bdb001,1754.831,1758.374,mn017,0
Bdb001,1758.659,1765.265,mn017,0
Bdb001,1766.531,1767.047,mn017,0
Bdb001,1767.354,1768.561,me018,0
Bdb001,1767.355,1769.154,mn017,0
Bdb001,1768.279,1771.038,me011,0
Bdb001,1770.045,1770.994,mn017,0
Bdb001,1771.335,1772.82,me011,0
Bdb001,1772.358,1773.823,mn017,0
Bdb001,1773.986,1785.666,me011,0
Bdb001,1774.273,1774.767,mn017,0
Bdb001,1786.278,1789.55,me011,0
Bdb001,1790.34,1792.643,me011,0
Bdb001,1793.359,1798.321,me011,0
Bdb001,1798.759,1801.914,me011,0
Bdb001,1802.794,1811.427,me011,0
Bdb001,1811.427,1814.632,me011,0
Bdb001,1816.32,1820.603,me011,0
Bdb001,1819.034,1819.492,fe016,0
Bdb001,1822.33,1827.674,fe016,0
Bdb001,1828.261,1831.748,fe016,0
Bdb001,1832.317,1835.829,fe016,0
Bdb001,1836.856,1841.837,fe016,0
Bdb001,1839.02,1839.491,me011,0
Bdb001,1842.333,1844.259,fe016,0
Bdb001,1844.754,1850.239,fe016,0
Bdb001,1850.577,1856.42,fe016,0
Bdb001,1851.433,1851.921,me011,0
Bdb001,1856.923,1859.487,fe016,0
Bdb001,1860.219,1862.958,fe016,0
Bdb001,1864.93,1867.761,fe016,0
Bdb001,1867.761,1874.025,fe016,1
Bdb001,1872.479,1873.033,me011,0
Bdb001,1874.025,1878.172,fe016,0
Bdb001,1879.77,1886.855,fe016,0
Bdb001,1887.168,1889.9,fe016,0
Bdb001,1888.733,1895.37,me011,0
Bdb001,1895.37,1898.416,me011,0
Bdb001,1897.428,1903.81,fe016,0
Bdb001,1898.95,1899.91,me011,0
Bdb001,1901.26,1902.0,me011,0
Bdb001,1903.559,1907.944,me011,0
Bdb001,1907.944,1912.06,me011,0
Bdb001,1912.8,1913.475,me011,0
Bdb001,1914.068,1918.975,me011,0
Bdb001,1918.953,1919.705,fe016,0
Bdb001,1918.975,1925.305,me011,0
